subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
hub,delay,5,5,0,0,1101866.6046296295,1101866.6046296295
hub,repair,5,5,427474,0,52251.66666666667,479725.6666666667
main_bearing_failures,delay,5,5,0,0,86530.51527777778,86530.51527777778
main_bearing_failures,repair,5,5,927500,0,37194.0,964694.0
main_bearing_maintenance,delay,5,5,0,0,2876.6453703703705,2876.6453703703705
main_bearing_maintenance,maintenance,5,5,625000,0,1250.0,626250.0
oil,delay,5,5,0,0,3827.3546296296295,3827.3546296296295
oil,repair,5,5,251081,0,2885.0,253966.0
other,delay,5,5,0,0,322226.3446759259,322226.3446759259
other,repair,5,5,686128,0,14304.166666666666,700432.1666666666
pitch,delay,5,5,0,0,278553.7738425926,278553.7738425926
pitch,repair,5,5,1621045,0,32714.166666666668,1653759.1666666667
power_supply,delay,5,5,0,0,764451.4476851851,764451.4476851851
power_supply,repair,5,5,1668631,0,56764.166666666664,1725395.1666666665
pump_motor,delay,5,5,0,0,3496.560185185185,3496.560185185185
pump_motor,repair,5,5,575894,0,2515.0,578409.0
relay,delay,5,5,0,0,417366.78078703705,417366.78078703705
relay,repair,5,5,686681,0,50909.166666666664,737590.1666666666
safety,delay,5,5,0,0,1407.400462962963,1407.400462962963
safety,repair,5,5,185524,0,1197.5,186721.5
sensors,delay,5,5,0,0,4398.249537037037,4398.249537037037
sensors,repair,5,5,654928,0,4081.6666666666665,659009.6666666666
service_items,delay,5,5,0,0,1787.4587962962962,1787.4587962962962
service_items,repair,5,5,34715,0,1409.1666666666667,36124.16666666667
tower_substructure,delay,5,5,0,0,1162.4578703703703,1162.4578703703703
tower_substructure,repair,5,5,316306,0,1000.0,317306.0
transformer,delay,5,5,0,0,1029.1631944444443,1029.1631944444443
transformer,maintenance,5,5,4176,0,580.0,4756.0
transformer,repair,5,5,1150,0,20.0,1170.0
xformer,delay,5,5,0,0,22561.44097222222,22561.44097222222
xformer,repair,5,5,385931,0,1264.1666666666667,387195.1666666667
yaw,delay,5,5,0,0,287740.0902777778,287740.0902777778
yaw,repair,5,5,214370,0,17105.833333333332,231475.83333333334
blades,delay,6,6,0,0,8847.33425925926,8847.33425925926
blades,repair,6,6,294032,0,7240.0,301272.0
controls,delay,6,6,0,0,6482.372916666666,6482.372916666666
controls,repair,6,6,533552,0,5486.666666666666,539038.6666666666
electrical,delay,6,6,0,0,46484.265277777784,46484.265277777784
electrical,repair,6,6,226991,0,6170.0,233161.0
gearbox,delay,6,6,0,0,27412672.212037038,27412672.212037038
gearbox,repair,6,6,20936289,0,2007766.6648148147,22944055.664814815
generator,delay,6,6,0,0,6632371.105555556,6632371.105555556
generator,repair,6,6,6951029,0,421087.9166666667,7372116.916666667
heat_cool,delay,6,6,0,0,1932.4386574074074,1932.4386574074074
heat_cool,repair,6,6,323184,0,1790.8333333333335,324974.8333333333
hub,delay,6,6,0,0,719799.9236111111,719799.9236111111
hub,repair,6,6,585285,0,99228.33333333334,684513.3333333334
main_bearing_failures,delay,6,6,0,0,194237.49791666667,194237.49791666667
main_bearing_failures,repair,6,6,1250500,0,74257.99999999999,1324758.0
main_bearing_maintenance,delay,6,6,0,0,2880.7944444444443,2880.7944444444443
main_bearing_maintenance,maintenance,6,6,627500,0,1255.0,628755.0
oil,delay,6,6,0,0,3208.1657407407406,3208.1657407407406
oil,repair,6,6,258074,0,2975.0,261048.99999999997
other,delay,6,6,0,0,187991.67222222223,187991.67222222223
other,repair,6,6,689444,0,19966.666666666668,709410.6666666666
pitch,delay,6,6,0,0,19293.894907407408,19293.894907407408
pitch,repair,6,6,1523315,0,16703.333333333332,1540018.3333333335
power_supply,delay,6,6,0,0,595975.3377314815,595975.3377314815
power_supply,repair,6,6,1506447,0,65450.0,1571897.0
pump_motor,delay,6,6,0,0,3138.2127314814816,3138.2127314814816
pump_motor,repair,6,6,557204,0,2398.333333333333,559602.3333333334
relay,delay,6,6,0,0,720717.1708333333,720717.1708333333
relay,repair,6,6,697828,0,51038.333333333336,748866.3333333334
safety,delay,6,6,0,0,1464.0479166666667,1464.0479166666667
safety,repair,6,6,173766,0,1154.1666666666665,174920.16666666666
sensors,delay,6,6,0,0,5363.229629629629,5363.229629629629
sensors,repair,6,6,677734,0,3753.333333333333,681487.3333333334
service_items,delay,6,6,0,0,1389.9641203703704,1389.9641203703704
service_items,repair,6,6,30709,0,1308.3333333333335,32017.333333333336
tower_substructure,delay,6,6,0,0,1349.941898148148,1349.941898148148
tower_substructure,repair,6,6,334596,0,1056.6666666666667,335652.6666666667
transformer,delay,6,6,0,0,1162.4849537037037,1162.4849537037037
transformer,maintenance,6,6,4176,0,580.0,4756.0
transformer,repair,6,6,4025,0,70.0,4095.0
xformer,delay,6,6,0,0,912.4768518518518,912.4768518518518
xformer,repair,6,6,58498,0,903.3333333333334,59401.333333333336
yaw,delay,6,6,0,0,113270.18402777778,113270.18402777778
yaw,repair,6,6,174949,0,9325.833333333334,184274.83333333334
blades,delay,7,7,0,0,977302.7648148148,977302.7648148148
blades,repair,7,7,411672,0,51885.0,463557.0
controls,delay,7,7,0,0,93377.61458333333,93377.61458333333
controls,repair,7,7,590194,0,9401.666666666666,599595.6666666666
electrical,delay,7,7,0,0,17684.660416666666,17684.660416666666
electrical,repair,7,7,290436,0,14880.0,305316.0
gearbox,delay,7,7,0,0,28810095.397453703,28810095.397453703
gearbox,repair,7,7,19818100,0,1902623.3333333333,21720723.333333332
generator,delay,7,7,0,0,5339019.898148148,5339019.898148148
generator,repair,7,7,6811463,0,425949.1666666667,7237412.166666667
heat_cool,delay,7,7,0,0,2101.59375,2101.59375
heat_cool,repair,7,7,300928,0,1667.5,302595.5
hub,delay,7,7,0,0,6073.270833333333,6073.270833333333
hub,repair,7,7,269471,0,5358.333333333333,274829.3333333333
main_bearing_failures,delay,7,7,0,0,617624.3294444445,617624.3294444445
main_bearing_failures,repair,7,7,2080000,0,185420.0,2265420.0
main_bearing_maintenance,delay,7,7,0,0,3024.958101851852,3024.958101851852
main_bearing_maintenance,maintenance,7,7,625000,0,1250.0,626250.0
oil,delay,7,7,0,0,3934.866898148148,3934.866898148148
oil,repair,7,7,264031,0,3051.6666666666665,267082.6666666666
other,delay,7,7,0,0,78780.89699074074,78780.89699074074
other,repair,7,7,701630,0,20031.666666666668,721661.6666666666
