subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
gearbox,repair,9,9,19055912,0,1860841.0416666667,20916753.041666668
generator,delay,9,9,0,0,5888752.848842593,5888752.848842593
generator,repair,9,9,7163502,0,452115.0,7615617.0
heat_cool,delay,9,9,0,0,2459.9011574074075,2459.9011574074075
heat_cool,repair,9,9,302592,0,1676.6666666666667,304268.6666666666
hub,delay,9,9,0,0,6494.935185185185,6494.935185185185
hub,repair,9,9,233968,0,4715.831481481481,238683.8314814815
main_bearing_failures,delay,9,9,0,0,327707.78675925924,327707.78675925924
main_bearing_failures,repair,9,9,1204000,0,74248.0,1278248.0
main_bearing_maintenance,delay,9,9,0,0,4183.205787037037,4183.205787037037
main_bearing_maintenance,maintenance,9,9,3454000,0,1845.0,3455845.0
oil,delay,9,9,0,0,3304.891435185185,3304.891435185185
oil,repair,9,9,256133,0,2976.6666666666665,259109.66666666666
other,delay,9,9,0,0,11699.64537037037,11699.64537037037
other,repair,9,9,695450,0,8937.5,704387.5
pitch,delay,9,9,0,0,33721.34560185185,33721.34560185185
pitch,repair,9,9,1613280,0,20989.16574074074,1634269.1657407407
power_supply,delay,9,9,0,0,312514.66712962964,312514.66712962964
power_supply,repair,9,9,1598495,0,29843.333333333336,1628338.3333333333
pump_motor,delay,9,9,0,0,2917.42037037037,2917.42037037037
pump_motor,repair,9,9,545040,0,2476.6666666666665,547516.6666666667
relay,delay,9,9,0,0,1195976.3782407406,1195976.3782407406
relay,repair,9,9,758710,0,51315.833333333336,810025.8333333334
safety,delay,9,9,0,0,1163.2076388888888,1163.2076388888888
safety,repair,9,9,161170,0,1154.1666666666665,162324.16666666666
sensors,delay,9,9,0,0,4417.400925925926,4417.400925925926
sensors,repair,9,9,782772,0,3985.0,786757.0
service_items,delay,9,9,0,0,1410.7854166666666,1410.7854166666666
service_items,repair,9,9,30458,0,1216.6666666666667,31674.666666666668
tower_substructure,delay,9,9,0,0,1199.1027777777776,1199.1027777777776
tower_substructure,repair,9,9,311121,0,935.8333333333334,312056.8333333334
transformer,delay,9,9,0,0,1134.9932870370371,1134.9932870370371
transformer,maintenance,9,9,4176,0,580.0,4756.0
transformer,repair,9,9,4600,0,80.0,4680.0
xformer,delay,9,9,0,0,8085.604166666667,8085.604166666667
xformer,repair,9,9,386393,0,1281.6666666666667,387674.6666666667
yaw,delay,9,9,0,0,302803.8534722222,302803.8534722222
yaw,repair,9,9,157245,0,16926.666666666668,174171.66666666666
blades,delay,10,10,0,0,7968.204166666666,7968.204166666666
blades,repair,10,10,292740,0,7010.0,299750.0
controls,delay,10,10,0,0,15280.726388888888,15280.726388888888
controls,repair,10,10,579825,0,7401.666666666666,587226.6666666666
electrical,delay,10,10,0,0,223020.0363425926,223020.0363425926
electrical,repair,10,10,276514,0,9278.333333333334,285792.3333333333
gearbox,delay,10,10,0,0,28564564.830092594,28564564.830092594
gearbox,repair,10,10,20202221,0,1935701.0416666667,22137922.041666668
generator,delay,10,10,0,0,3978070.827314815,3978070.827314815
generator,repair,10,10,6541059,0,375538.3277777778,6916597.327777778
heat_cool,delay,10,10,0,0,2272.4465277777776,2272.4465277777776
heat_cool,repair,10,10,279728,0,1550.0,281278.0
hub,delay,10,10,0,0,2228583.3050925927,2228583.3050925927
hub,repair,10,10,552343,0,98795.0,651138.0
main_bearing_failures,delay,10,10,0,0,162.4986111111111,162.4986111111111
main_bearing_failures,repair,10,10,558000,0,120.0,558120.0
main_bearing_maintenance,delay,10,10,0,0,4037.249074074074,4037.249074074074
main_bearing_maintenance,maintenance,10,10,3464000,0,1865.0,3465865.0
oil,delay,10,10,0,0,3512.3594907407405,3512.3594907407405
oil,repair,10,10,240596,0,2830.0,243425.99999999997
other,delay,10,10,0,0,147607.07430555555,147607.07430555555
other,repair,10,10,643466,0,19991.666666666668,663457.6666666666
pitch,delay,10,10,0,0,72635.67175925926,72635.67175925926
pitch,repair,10,10,1593660,0,21380.833333333332,1615040.8333333335
power_supply,delay,10,10,0,0,541865.1590277777,541865.1590277777
power_supply,repair,10,10,1462077,0,20655.833333333332,1482732.8333333333
pump_motor,delay,10,10,0,0,3238.1997685185183,3238.1997685185183
pump_motor,repair,10,10,584534,0,2533.333333333333,587067.3333333334
relay,delay,10,10,0,0,859418.5324074074,859418.5324074074
