subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
pump_motor,repair,3,3,480320,0,2310.0,482630.0
relay,delay,3,3,0,0,1313201.8828703703,1313201.8828703703
relay,repair,3,3,724525,0,74660.83333333333,799185.8333333334
safety,delay,3,3,0,0,1064.8965277777777,1064.8965277777777
safety,repair,3,3,183004,0,1177.5,184181.5
sensors,delay,3,3,0,0,4764.896527777778,4764.896527777778
sensors,repair,3,3,714075,0,4008.333333333333,718083.3333333334
service_items,delay,3,3,0,0,1593.2738425925925,1593.2738425925925
service_items,repair,3,3,30709,0,1308.3333333333335,32017.333333333336
tower_substructure,delay,3,3,0,0,1069.0909722222223,1069.0909722222223
tower_substructure,repair,3,3,335814,0,955.0,336769.0
transformer,delay,3,3,0,0,990.8222222222222,990.8222222222222
transformer,maintenance,3,3,4176,0,580.0,4756.0
transformer,repair,3,3,3450,0,60.0,3510.0
xformer,delay,3,3,0,0,822.4893518518518,822.4893518518518
xformer,repair,3,3,40992,0,717.5,41709.5
yaw,delay,3,3,0,0,1814.9585648148147,1814.9585648148147
yaw,repair,3,3,132401,0,1633.3333333333335,134034.33333333334
blades,delay,4,4,0,0,2240730.845138889,2240730.845138889
blades,repair,4,4,549806,0,97235.0,647041.0
controls,delay,4,4,0,0,46773.99953703704,46773.99953703704
controls,repair,4,4,599574,0,9375.0,608949.0
electrical,delay,4,4,0,0,77051.96898148149,77051.96898148149
electrical,repair,4,4,287674,0,14665.833333333334,302339.8333333333
gearbox,delay,4,4,0,0,25105514.47337963,25105514.47337963
gearbox,repair,4,4,18315142,0,1777243.5416666667,20092385.541666668
generator,delay,4,4,0,0,7126484.828240741,7126484.828240741
generator,repair,4,4,7493166,0,515207.5,8008373.5
heat_cool,delay,4,4,0,0,1828.285648148148,1828.285648148148
heat_cool,repair,4,4,269344,0,1492.5,270836.5
hub,delay,4,4,0,0,627977.862962963,627977.862962963
hub,repair,4,4,578656,0,99328.33333333333,677984.3333333334
main_bearing_failures,delay,4,4,0,0,2050712.328,2050712.328
main_bearing_failures,repair,4,4,840000,0,622339.2,1462339.2
main_bearing_maintenance,delay,4,4,0,0,21503.79074074074,21503.79074074074
main_bearing_maintenance,maintenance,4,4,7084000,0,8855.0,7092855.0
oil,delay,4,4,0,0,2769.0238425925927,2769.0238425925927
oil,repair,4,4,259235,0,2910.0,262145.0
other,delay,4,4,0,0,83665.70046296297,83665.70046296297
other,repair,4,4,631994,0,14211.666666666666,646205.6666666666
pitch,delay,4,4,0,0,53820.91643518518,53820.91643518518
pitch,repair,4,4,1585560,0,20994.166666666668,1606554.1666666667
power_supply,delay,4,4,0,0,1080925.0868055555,1080925.0868055555
power_supply,repair,4,4,1513431,0,65555.0,1578986.0
pump_motor,delay,4,4,0,0,3120.75,3120.75
pump_motor,repair,4,4,535054,0,2355.0,537409.0
relay,delay,4,4,0,0,5120.654629629629,5120.654629629629
relay,repair,4,4,768743,0,4286.666666666666,773029.6666666666
safety,delay,4,4,0,0,1055.7118055555554,1055.7118055555554
safety,repair,4,4,171248,0,1184.1666666666665,172432.16666666666
sensors,delay,4,4,0,0,3715.7256944444443,3715.7256944444443
sensors,repair,4,4,718680,0,3816.6666666666665,722496.6666666666
service_items,delay,4,4,0,0,1509.1372685185186,1509.1372685185186
service_items,repair,4,4,31483,0,1343.3333333333335,32826.333333333336
tower_substructure,delay,4,4,0,0,1082.4523148148148,1082.4523148148148
tower_substructure,repair,4,4,334488,0,961.6666666666666,335449.6666666667
transformer,delay,4,4,0,0,1002.4956018518518,1002.4956018518518
transformer,maintenance,4,4,4176,0,580.0,4756.0
transformer,repair,4,4,4025,0,70.0,4095.0
xformer,delay,4,4,0,0,824.1456018518518,824.1456018518518
xformer,repair,4,4,41146,0,723.3333333333334,41869.333333333336
yaw,delay,4,4,0,0,1462.448148148148,1462.448148148148
